0.05,0.996382633870994,4.07073117796312e-16
0.15,0.98908454115414,-2.80421707320101e-16
0.25,0.981657642122903,1.77748578116835e-16
0.35,0.974097653708163,-1.17442054303965e-17
0.45,0.96640005967496,-1.85899408237266e-16
0.55,0.958560092525842,-5.52008567233997e-17
0.65,0.950572713559295,4.08229975423702e-18
0.75,0.942432590848143,-7.74672795161054e-17
0.85,0.934134074866523,5.41324852097021e-17
0.95,0.925671171451218,-9.71415736283136e-17
1.05,0.917037511732266,-6.05507951583773e-18
1.15,0.908226318607138,-3.36193697183501e-17
1.25,0.899230369260306,-1.08501081311573e-16
1.35,0.89004195314284,4.94282472617417e-17
1.45,0.880652824721468,9.6793353599383e-17
1.55,0.871054150178837,-9.30525987277111e-17
1.65,0.861236447091036,-9.45316439948897e-17
1.75,0.851189515917431,-4.31611710336168e-17
1.85,0.840902361902445,-1.10945883434091e-17
1.95,0.830363105696672,1.08942841874001e-16
2.05,0.819558880639836,-6.30941139493951e-17
2.15,0.8084757141893,5.2113284978089e-17
2.25,0.797098390396755,6.86167327913021e-17
2.35,0.78541028959403,1.28224761802417e-16
2.45,0.773393200494458,-8.4075750946527e-17
2.55,0.761027098676833,1.29435163473837e-16
2.65,0.748289883794382,7.20204608196282e-19
2.75,0.735157065699622,-2.23323855002786e-17
2.85,0.721601386794901,-2.86913127963423e-17
2.95,0.70759236401411,2.82919312542474e-18
3.05,0.693095728480593,1.99729456460911e-17
3.15,0.678072733421623,4.81862941267373e-17
3.25,0.662479290361885,7.65288581293261e-17
3.35,0.646264878427925,8.38551537772084e-17
3.45,0.629371149322247,1.36954975661088e-16
3.55,0.611730117172917,1.206121702028e-16
3.65,0.593261771330273,1.56141250993505e-16
3.75,0.573870869677526,5.22680580695376e-16
3.85,0.553442539392155,-1.29614810735291e-18
3.95,0.531836092657727,3.50590834827939e-16
4.05,0.508876081078549,-4.15984285329543e-18
4.15,0.484338908939783,-6.19565552519007e-16
4.25,0.45793196024495,-1.21255251075517e-16
4.35,0.429259356018628,-1.38834468088453e-17
4.45,0.397762022686936,-4.54039559185927e-16
4.55,0.362603420688058,3.67226638307617e-16
4.65,0.322423923307379,4.89495501853117e-17
4.75,0.274706620877588,-3.51592602761449e-16
4.85,0.213490546245333,-4.6329288902032e-16
4.95,0.0892167700867324,-1.90619804173133e-15
4.95,0,-0.0932522746868251
4.85,0,-0.148117656224872
4.75,0,-0.202961386999342
4.65,0,-0.248295637016065
4.55,0,-0.286459149456352
4.45,0,-0.319589496610308
4.35,0,-0.349033061418756
4.25,0,-0.375648699577538
4.15,0,-0.400014336958867
4.05,0,-0.422538327148382
3.95,0,-0.443520873491832
3.85,0,-0.46318981465989
3.75,0,-0.481722599815624
3.65,0,-0.499260407057742
3.55,0,-0.515917565459717
3.45,0,-0.531788046852952
3.35,0,-0.546950060601866
3.25,0,-0.561469380381548
3.15,0,-0.575401799279789
3.05,0,-0.588794970472702
2.95,0,-0.60168980480113
2.85,0,-0.614121541905198
2.75,0,-0.62612057585826
2.65,0,-0.637713092340164
2.55,0,-0.6489215580339
2.45,0,-0.659765091497361
2.35,0,-0.670259736603075
2.25,0,-0.680418653691828
2.15,0,-0.690252239154149
2.05,0,-0.699768180770327
1.95,0,-0.708971453487063
1.85,0,-0.717864258166649
1.75,0,-0.726445904055289
1.65,0,-0.734712634162747
1.55,0,-0.742657391323643
1.45,0,-0.750269521303603
1.35,0,-0.757534407727266
1.25,0,-0.764433031437325
1.15,0,-0.77094144322773
1.05,0,-0.777030131584525
0.95,0,-0.782663251034143
0.85,0,-0.787797639746958
0.75,0,-0.792381467154142
0.65,0,-0.79635213630662
0.55,0,-0.799632508308823
0.45,0,-0.802122959581318
0.35,0,-0.803681830528455
0.25,0,-0.804067263343374
0.15,0,-0.802700242127997
0.05,0,-0.796580638454111
0,0.05,-0.75353947296541
0,0.15,-0.674675619674155
0,0.25,-0.592474770405444
0,0.35,-0.510087310312776
0,0.45,-0.428105668723339
0,0.55,-0.346818166194361
0,0.65,-0.266474376892142
0,0.75,-0.187427794203079
0,0.85,-0.110567382747135
0,0.95,-0.0432605886991949
